업소명,날짜,리뷰,평점
모찌방,2020-10-23,"
          모찌방 추석선물세트 8구 모찌예전부터 가보고 싶었던 곳인데 추석선물로 받아 8개 맛의 모찌를 먹어볼 수 있게 되었다ㅎㅎ 8개에 포장비용은 또 추가된다고 들었다.추석한정 시루떡 같은 것도 하나있었고 나머지는 대추, 오곡, 말차 등의 찹쌀떡. 첫 입에 약간 눈 똥그래질만큼 엄청 쫄깃하고 부드러운 맛? 시중에 흔히 구할 수 있는 찹쌀떡보다 확실히 식감이 더 쫄깃하고 부드럽다.속안도 알차고 정성스러운 맛이었는데 개인적으로 말차같은 퓨전보다는 대추맛이나 정통적인 맛이 더 맛있었다. 명절 선물로 고급스럽고 맛도 있어서 정말 좋은 것 같고 모찌 특성 상 당일에 먹는게 가장 맛이 좋아서 6구 정도도 좋을 것 같다. 아니면 냉동해야 한다. 다른 디저트들도 궁금해서 매장 직접 방문해보고 싶다.
        ",5
모찌방,2020-10-15,"
          원래 떡이나 모찌에 큰 관심이 없었는데 여기는 다식들이 너무 아기자기하고 맛도 섬세해요ㅜㅜ시즌메뉴인 감태오하기, 밤 오하기, 그리고 파인애플 오하기 한번에 리뷰할게요.감태오하기는 호불호가 있을 것 같았지만 오렌지쨈의 과육이 향긋하니 감태의 향을 살짝 누르면서 맛있어요. 안에 앙금은 팥이고 밥알을 살린 모찌에요. 그냥 모찌보다는 오하기가 전 더 좋더라도요.밤은 베스트셀러라고 하셨는데 왜인지 알 것 같아요. 밤 앙금이 부드럽고 느끼하지 않으면서 그냥 너무 맛있어요.파인애플은 궁금해서 먹어봤는데 화과자스러운 떡이었어요. 과일이랑 앙금이 은근히 잘 어울리고 마지막에 딜 잎이 킥저 단호박맛도 먹었는데 전 아몬드앙금이 있어서 이건 그냥 그랬어요.여기는 떡들이 다 재료의 맛이 은은하면서 차랑 너무 잘 어울려요. 차분한 분위기의 디저트라서 신메뉴를 매번 눈여겨 봅니다
        ",5
모찌방,2020-09-22,"
          자그마하지만 고급진 느낌을 주는 모찌방정말 작은 가게라 테이블은 2인용 3개뿐! 평일 오픈시간에 맞춰가서 여유롭게 차한잔 즐기고 올수 있었어요.제가 한창 모찌가 먹고싶어 찹쌀떡 찹살떠억~ 을 부르짖던 와중이 발견한 모찌방!유기농세작티 와 제일 기본인 찹쌀떡 주문했고 같이 주시는 호두랑 아몬두도 맛있었어요 (사올뻔)세작티는 처음인데 한입 딱 마시고 나서 끝맛이 마치 녹차라떼를 마신것 같은 맛을 느꼈다고나 해야하나...이건 분명히 물에 탄 차인데 우유에 탄것처럼 고소한 끝맛이 느껴져서 너무 신기했어요!!! 모찌는 엄청 눈이 번쩍 뜨니는맛은 아니지만 기본에 충실한 느낌으로 차랑 다과로 먹기 딱 좋았습니다
        ",5
모찌방,2020-08-30,"
          말차모찌 3.3백년초모찌 3.6우키시마, 참쑥 4.2친절도 5.0
        ",3
모찌방,2020-08-15,"
          말차 미즈요캉 나왔다는 소식 듣고 세번째 방문으로 총총총! 말차미즈요캉이랑 호지차 아이스크림 파르페 먹었어요. 미즈요캉도 시원하고 별로 안 달게 먹을 수 있어서 완전 취저. 파르페는 모찌방 디저트들이 한입씩 들어가있어 첨 가는 분들이 먹기 좋을 것 같아요. 같이 마실 차도 조금 주시더라고요. 수박양갱은 아래부분이 딱딱해서 생각했던 질감은 아니었어요. + 모찌는 빨리 팔려 나가요. 오후 네시 정도에 가니 3-4종류만 남아있더라구여. 참고하세요~ 
        ",5
모찌방,2020-08-07,"
          대치동에서 교토를 만났네요.교토나 고베에 있을법한 정갈하고 군더더기 없는.다만 주말에 가면 사람이 너무많아그 고즈넉한 느낌을 받기 힘들어요..평일 한가한 시간에 방문하면다소곳이 녹차를 우리고 디저트를 설명해주는주인장과 한입 베어물면 그 깊이에 저절로 엄숙해지는 모찌를 만날수 있습니다.
        ",5
모찌방,2020-08-06,"
          분위기 정말 좋아요사람도 그렇게 많지 않았어요개인적으로 또 가고 싶어요말차맛 정말 깊은 맛이 있어요 ! 꼭 시키세요 여러분
        ",3
모찌방,2020-07-24,"
          “춤추는 찻잎과 춤이 춰지는 모찌”#모찌방한국적인 재료로 만드는 화과자 가게. 모찌, 오하기, 양갱 등 디저트와 함께 주로 제주에서 공수한 찻잎으로 우려내는 차를 판다.차분하게 즐기고 싶은 생각에 일부러 비 내리는 날 점심에 식사를 거르고 방문. 하얀 배경에 목조를 입힌, 일본 정서가 물씬 나는 익스테리어. 창문 발의 내려뜨린 길이를 다르게 하여 멋을 낸 모습에 이 곳 사장님이 얼마나 디테일에 신경쓰는지 알 수 있었다. 아니나 다를까, 인테리어도, 음식도 오밀조밀 빈틈이 없다.#오하기식당 안에 들어서면 알록달록 줄맞춘 모찌와 오하기가 방문을 반긴다. 모찌는 쉽게 말해 일본식 찹쌀떡이고, ‘오하기’는 멥쌀과 찹쌀을 섞은 반죽을 찐 다음 팥앙금을 겉에 묻힌 음식이다. 오하기는 ‘보타모찌’와 혼용되는데, 정확히는 가을에 갓 수확한 팥을 껍질 채 으깨 앙금을 만들면 오하기, 봄에 팥 껍질을 벗겨내고 속만 곱게 앙금으로 만들면 보타모찌다. 오하기는 겉이 울퉁불퉁한게 오메기떡하고도 좀 닮았고 보타모찌는 상대적으로 겉이 미끈하다.이 곳의 오하기는 팥 대신 국내에서 나는 다양한 식재료를 사용하여 만든다. 시그니쳐인 밤 오하기는 찐 밤을 통째로 넣고 겉에 밤 앙금으로 다시 한번 밤 맛을 입혔다. 달달하기보다는 담백한 느낌인데, 차와 함께 먹기엔 참 좋다.감태 오하기가 개인적으로는 취향저격이었다. 남해 지역에서 나는 해조인 감태로 겉옷을 만들고 속에는 오렌지를 넣었다. 은은한 바다 내음이 스치고 상큼한 감귤향이 남는다.#세작곡우와 입하 사이, 4월 후반에서 5월 초에 수확한 어린 잎으로 만드는 세작. 어린 찻잎이 참새의 혀 같다고 하여 ‘작설’이라고도 불린다.차 주문을 하면 어린 찻잎을 넣고 뜨거운 물로 우려낸다. 찻잎이 물속에서 부유하는 모습이 꼭 가게 안에 흐르는 클래식 선율에 맞춰 춤을 추는 것 같아, 한참을 멍하니 바라봤다. 바깥에는 비가 보슬보슬하게 내리고, 따끈한 차에 어울리는 디저트를 먹는데 그 평온감과 행복감이란.instagram: colin_beak
        ",5
모찌방,2020-07-22,"
          차와 커피, 그리고 떡과 양갱을 즐기기에완벽한 디저트 카페, ""모찌방"" ★슈슐랭 4.3/5#양갱 4조각(팥, 말차, 호지차, 홍차) #백년초 산딸기 모찌#곡물 오하기 #말차 미즈요캉 #커피 Hot우와아,, 엄청난 디저트 카페에 다녀왔어요♥우연히 모찌모찌 비주얼을 보고 찜해 뒀던 곳인데가보고 더 반했어여♥ 대박스ㅠ_ㅠ​일본식 디저트를 한국의 제철 식재료를 이용해서 한국식으로 재탄생!!컨셉부터 넘 가보고 싶지 않나용 ㅠ_ㅠ​(프랑스 디저트를 한국 식재료로 재해석했던, '랑꼬뉴'가 생각나기도 했어요 ㅎㅎㅎ!)-위치, 외관, 주차, 웨이팅모찌방은 선릉역 뒤편 골목에 위치해 있어용​가게가 아주 아기자기하고 예뻐요(ღˇ◡ˇ*)♡조명하나 가구하나 소품하나전부 하나하나 한땀한땀 고르고 고르신 느낌..넘 예뻤어요.. ♥ ​근데 테이블이 3개밖에 없어서ㅋㅋ 바로 앉으려면 운이 좋아야 할 것 같아요 하하주차는 가게 앞에 1대 정도 가능해요 ㅎㅎ​​-모찌, 오하기 종류""팥, 말차, 백년초 산딸기, 밤 오하기, 호두 오하기, 곡물오하기, 초당 옥수수 오하기, 감태 오하기""​여기서 모찌랑 오하기의 차이는,모찌 = 으깬 앙금, 오하기 = 으깨지 않은 앙금!-모찌방 메뉴하절기 메뉴 두가지는 단품으로 주문가능하지만,모찌방은 음료+디저트 한세트씩 주문해야해요!​저희는 먹고싶은거 종류별로 다 골랐어요ㅋㅋㅋㅋㅋㅋ다 궁금해.. 다 먹고싶어 ㅠ_ㅠ ㅋㅋㅋ​양갱 4조각(팥, 말차, 호지차, 홍차), 곡물 오하기,백년초 산딸기 모찌, 말차 미즈요캉, 커피 Hot 이렇게 주문!​​주문을 하면, 정성을 가득 담아맛있는 차와 커피를 만들어주십니다:)-말차 미즈요캉""물양갱이라는 뜻으로 부드러운 양갱을 말차, 달콤한 팥, 경단과 함께 시운하게 즐길 수 있는 모찌방의 여름 메뉴 입니다""​사실 제일 궁금했던 말차 미즈요캉!! 왜냐면 한번도 먹어본 적 없기 때문..ㅋㅋㅋㅋ않이 근데 이거 왜이렇게 맛있어요 ㅠㅠㅠㅠ 엉엉사르륵 녹는 얼음에 진한 말차를 촤르륵!달콤말캉한 말차양갱과 쫄깃탱탱한 경단그리고 달콤한 팥.. ㅠ_ㅠ익히 생각하는 녹차빙수ㄴㄴ덜 달고 더 깊이있는 고급스러운 맛이었어요.. 우왕이거 안시켰으면 지인짜 후회했을꺼같아여 최고..♥​-양갱 4조각(팥, 말차, 호지차, 홍차)양갱도 정말 궁금했는데4가지 맛 조각 세트로 팔아주셔서 감사할뿐 헤헿☺️양갱은 그,, ㅎㅌ양갱 생각하시면 안되구요 ㅋㅋㅋ그래도 ㅎㅌ양갱이랑 비교하자면,,단단한 느낌인 듯 한데 부드러워요! 진득거리지 않아요입에 넣어서 뇸뇸 하면 사라락 사라져요ㅋㅋ​-말차 아몬드, 피칸그리고 말차 아몬드랑, 피칸은 서비스로 주셨어용많이 달지 않고, 차와 즐기기 딱 좋아요!커피랑도 잘 어울리구ㅎㅎㅎ​-커피 hot차 마시러 갔지만 커피가 땡겨서 커피도 주문해봤는데..커피 짱 맛있었어여.. (˃̣̣̣̣︿˂̣̣̣̣ )프렌치프레스로 제공되어서, 잔에 쪼르륵 따라서 마시면 됩니당ㅎㅎ!향이 너무너무 좋아용,, 디저트랑도 잘어울리고!차가 별로이신 분들은 커피도 좋을 것 같아요 ♥​-백년초 산딸기 모찌색감이 너무 이뻐요ㅎㅎㅎㅎㅎ모찌가 정말 찰지고 쫀득쫀득해용 썰기도 힘들 정도 ㅋㅋㅋㅋ백년초로 색을 내고, 안쪽에 산딸기 퓨레가 가득!달달새콤해서 맛있었어용 :)​​-곡물 오하기곡물 오하기는 겉에는 콩고물, 안쪽은 팥소가 가득! 근데 떡 부분의 쫀득거림이,, 대박이예용말랑말랑 말캉말캉 탱탱? ㅋㅋㅋㅋ 어떻게 이렇게 만드실 수 있을까여.. 대박스ㅠㅠ-선물 세트, 선물 포장여기 선물 포장 예쁘기로도 유명해요! 양갱, 모찌 전부 패키지가 따로 있어서원하는 맛 골라서 선물 포장 가능하구요!차 세트와, 차 도구들도 판매하고 있어용다음에는 선물용 구매하러 방문하려구요♥​모찌 비주얼에 반해서 방문했다가사장님의 친절하심과 정성에 감동하고디저트와 커피 모두 맛있어서 반하고공간도 너무 예뻐 눈 돌아가기 바빳던..!기대보다 더 만족스러웠던 모찌방♥​모찌방서울특별시 강남구 삼성로75길 41운영시간: 매일 11:30 - 20:00 / 월요일 휴무가격: 양갱 4조각(팥, 말차,  호지차, 홍차) 2,500원, 백년초 산딸기 모찌 3,200원, 곡물 오하기 2,800원, 말차 미즈요캉 8,000원, 커피 Hot 4,500원
",5
모찌방,2020-06-11,"
          쫀득쫀득 예쁜데 맛있고 많이 달지 않아서 너무 좋았어요작은 카페형식이고 굉장히 친절하셨어요~!
        ",5
모찌방,2020-05-22,"
          모양은 크게 화려하진 않지만기본기가 좋은 맛으로차나 커피와 먹기 참 좋습니다
        ",3
모찌방,2020-05-06,"
          가정의달 선물 패키지! 맛이야 이미 인증된 곳! 가격도 괜찮고 주는사람 받는사람 모두 기분좋은 선물포장임 게다가 너무너무 친절하셔서 좋다 :) 픽업하러 가는게 일이지만.....그럼에도 가게되는곳! ㅋ
        ",5
모찌방,2020-04-14,"
          사장님 너무 친절하고 차분하고 모든게 완벽한 곳..!여기 근처 갈 일 있으면 꼭 방문하고 싶은 곳!!모찌랑 오하기는 맛별로 다 먹어 봤는데 취향에 따라 여러가지로 나뉠 수 있을 것 같아요.별 기대 없이 커피가 먹고 싶어서 시켰는데커피 프레스에 나온 커피가 너무 맛있었어요! 취저!!오하기는 어르신들도 좋아할 맛이라 선물로도 좋더라구요가게가 크지않고 조용하고 차분한 분위기여서 오랫동안 노트북이나 과제를 하거나 큰소리로 얘기하기엔 좋은 장소는 아닙니다!동네에 있지않아서 아쉬운 카페,, 더 자주갈 수 있는데,, 
        ",5
모찌방,2020-03-15,"
          오랜만에 방문한 모찌방특유의 분위기도 좋고메뉴들도 특색있다모찌도 맛있고 양갱도 달달하니 맛있다녹차라떼, 호지티라떼가 한사발로 나와서 배가불렀다ㅎ테이블도 몇개 없고, 주차공간이 작은게 아쉽지만너무 애정하는 곳
        ",5
모찌방,2020-02-05,"
          차도 떡도, 다른 디저트도 모두 맛있는 해피 플레이스! 총점:●●●●◐ 9/10먹은 음료: 제주 홍차/콜드브루/ 말차먹은 디저트: 미니양갱세트(팥,말차,호지차,★홍차(추천)★)/우키시마/한라봉오하기/★산딸기모찌(추천)★/팥모찌모찌방 계속 가야지 가야지 하다가 드디어!아이스크림류는 기계가 고장났다구 하시고ㅠㅠ 푸딩이랑 밤 우키시마도 오늘은 안된다고 하시길래 메뉴 선택이 좁아서 아쉬웠지만...ㅜㅠㅠ 그래도 넘넘 맛있었음!!!  처음에는 양갱 세트와 우키시마를 시켰다. 양갱은 무척 맛있는 편은 아니고 4가지 맛이 나왓지만, 단맛이랑 한천 맛이 강해 맛의 차이를 크게 느끼기는 어려웠다. 우키시마라는 디저트는 처음 먹어봤는데, 쫄깃하고 약간 꾸덕한 카스테라라고 해야할까. 맛도 카스테라랑 뱍설기 사이쯤의 맛이었다. 냉동숙성된 채로 나왔는데, 너무 꽁꽁 얼어있지는 않았지만 조금 시간을 두고 먹으면 좋을 것이라는 사장님 조언이 있으셨음.저렇게 두 세트를 먹고, 그렇게 고대하던 만남인데 이대로 가기가 아쉬워서, 시즌메뉴인 한라봉 오하기와 신딸기 모찌 그리고 팥 모찌를 주문했다. 오하기는 식감이 떡이 아니라 앙금 같은 느낌이다. (단면사진 참조) 팥 모찌는 상상할 수 있는 맛이지만 정말 차지다.... 그리고 산딸기 모찌 강력 추천메뉴!!! 정-말 맛있었다♥ 상큼 달달한 소에 쫄깃한 떡이 너무 좋았다.음료는 전체적으로는 괜찮은 수준이고 차 종류가 맛있다. 차를 잘 우리셨음.홍차 넘 맛있어서 어디서 떼오시는거냐구 여쭤봤었는데 그냥 제주에 작은 개인다원이라고 하셨다. 차도 판매하시긴 하던데 다원이름은 적혀있지 않았음... 정말 맛있었는데.확실히 음료 가격대는 좀 있긴 하지만 디저트류가 들어가는 손이나 재료에 비해는 오히려 저렴한 편이라 전반적으로는 좋은 가격이라고 생각함.매장은 작으나, 분위기도 플레이팅도 넘 예뻤구 무엇보다 사장님이 너무 친절하셔서 기분이 좋았다☺
",5
모찌방,2020-02-02,"
          차(茶)와 디저트를 즐길 수 있는 곳이 있어 가보았다. 모찌방이라는 이름을 가지고 있는데 이런 이름답게 모찌를 판매하고 있다. 여러 종류의 모찌를 가지고 있는데 이중 주문은 팥을 하나 선택했다. 추가로 매장에서 즐길수 있는 양갱4종도 주문했다. 그리고 차는 제주 유기종 세작으로 선택했다.ㅡ정성스럽게 차를 내려 한 상을 준비해주는데 차를 먹을 때엔 피칸과 말차아몬드가 따로 나오는지 이 것도 추가되었다. 피칸은 조청을 쓴 모양인데 단맛이 은은하며(중~약 사이) 말차 아몬드는 피칸보다 적은(약) 정도이다. ㅡ양갱 4종류는 팥, 호지차, 말차, 홍차 순으로 나오며 호치차와 홍차는 그 맛이 진하지 않다. 역시 단맛은 적은(약)편.ㅡ적당한 팥알갱이가 씹혔던 모찌도 역시 달지않았으며(약) 떡부분은 쫄깃하다. 잘라서 먹는 건 어렵기 때문에 입으로 조금씩 나눠먹어야 한다. ㅡ 디저트 종류의 단맛이 적은 편이기에 녹차의 깔끔한 맛에 잘 어울린다. 녹차는 어린잎으로 만든 세작이라 더 그럴 것이다. 차를 내린 주전자같이 생긴 다호는 무게감이 좀 있어 불편하지만 보온은 확실하다. 
        ",5
