index|name|platform|date|rating|content
25|부산양곱창|siksin||4.0|먹다보니 괜히 비싼 중화요리집보다 송죽장에 오는 것이 훨씬 낫다는 것을 알 수 있샵
26|부산양곱창|siksin||4.0|주말에 늦잠 실컷자고 나와서 24시간이라 더 좋다
27|부산양곱창|siksin||4.0|양 곱창을 처음 접하게 되니 도야지 막창에 익숙해져있는 입맛이라서 혹시나 노린내나 비린내가나지 않을까 무척 걱정을 했는데 직접 먹어보니까 잡내도 전혀 안 나고 돼지막창보다 더 구수하고 맛이 있네요
28|부산양곱창|siksin||4.0|바닥이 평지가 아니라서 한쪽으로 기울더라고요 ㅋㅋㅋㅋ 홀을 약간 등지고 앉아야 안정감있게 밥먹을수 있더라구요 ㅎㅎ
29|부산양곱창|siksin||5.0|양념때문에 불판이쫌타는데 이모님들이 알아서해줌 양볶음밥은 꺳잎을싸먹어야함
30|부산양곱창|siksin||4.0|양의 쫄깃한 식감과 대창의 야들야들한 느끼함이 공존하는 양+대창의 조합은 강남 일대에서 최고가 아닐까 싶다는~~~~~~~
31|부산양곱창|siksin||5.0|송죽장은 깔끔한 맛이 좋았습니다.
32|부산양곱창|siksin||5.0|곱창 대창 잘익혀서 특별소스에 찍어먹으면 굳
33|부산양곱창|siksin||4.0|약간 부족한듯해서 양을 추가했어요. 대창도 서비스로 조금~~ 역시 마늘 듬뿍이네요. 마늘소스가 매력적인것 같아요.
34|부산양곱창|siksin||4.0|소스는 짜지않고 걸죽하니 맛있어요. 그래서 초간장 만들어서 찍어 먹습니다~!♡
35|부산양곱창|siksin||5.0|오래되었다고 하는 집치고는 상당히 깔끔~
36|부산양곱창|siksin||4.0|대창에는 기름기가 많긴 많에요. 이날 사실 좀 느끼했어요. 먹은지 몇달되었는데… 아직까지도 대창먹고 싶은 생각은 안드네요 ㅠ.ㅠ
37|부산양곱창|siksin||4.0|대장이 아주 실하고 맛잇게 보입니다.
38|부산양곱창|siksin||5.0|면빨도 엄청 쫄깃쫄깃해용~ 국물이 진짜 끝내주니 한번들러보세용~
39|부산양곱창|siksin||4.0|테이블이 참 다닥다닥 붙어있어여! 살짝 불편하지만 뭐 참을만 해요.
40|부산양곱창|siksin||4.0|세상에 미안하지만..엄마가 해준밥보다 맛있어요..
41|부산양곱창|siksin||5.0|사람이 많은 만큼 기다려야 하고… 종업원들이 너무 바빠서, 좋은 서비스를 기대하긴 힘듭니다 하지만 좋은 재료로 맛있는 음식을 먹으려면 어쩔수 없다고 생각합니다.
42|부산양곱창|siksin||5.0|미리 가위로 먹기좋게 잘려서 나와서 앞접시에 담아 먹기도 참 편합니다.
43|부산양곱창|siksin||5.0|가격이 대체로 저렴한 편이라고 말할 수 있어요 ㅋㅋㅋㅋㅋ후후후
44|부산양곱창|siksin||4.0|단촐한 기본찬들 양념장이 맛있다:) 물김치도 굿굿
45|부산양곱창|siksin||4.0|빨간 참숯이 나옵니다. 참숯이 좋죠. 가스불은 시러요 ~~
46|부산양곱창|siksin||5.0|기본찬으로 나오는 간과 천엽입니다. 양, 대창은 자주 먹는 편이아니라…  술안주로는 딱입니다.
47|부산양곱창|siksin||4.0|개인적으로 다른 곳과는 양념이 다른것같아영 이곳이 고기 질도 더 좋은 듯하고..
48|부산양곱창|siksin||4.0|뭐든지 꾸준히 잘되는 집은 무언가 기본에 충실하다는 느낌을 받습니다. 우선 곱창, 대창, 양이 주된 메뉴인데 모두 잡냄새없고 신선해 보입니다.★
49|부산양곱창|siksin||5.0|백김치마싰어요 곱창이랑 대창은 속이 꽉꽉차있어서 엄청시리꼬소해요ㅋㅋㅋ
50|부산양곱창|siksin||5.0|부산 양곱창은 제목 그대로 양과 곱창을 고추장 양념에 고추를 넣어 함께 먹어야 제맛입니다.
51|부산양곱창|siksin||4.0|개인적으로는 가격이 좀 높은것같아요 양이랑곱창먹었는데  밑반찬도 깔끔하고 양이좀적어서 일인분추가!!
52|부산양곱창|siksin||5.0|뒤쪽 카운터의 사장님과 동네 이야기하면 기다립니다. 최근에 문을 닫은 부산 곱창명가인 근처의 오막집 이야기도 하고 이것저것… 아주 유쾌하시고 즐거운 분이십니다.
53|부산양곱창|siksin||4.0|일단 맛은 쏘소인데 가껵대가 높고 위치도.. 그닥 좋지않은 분위기라 강추는 못하게싸 ^^;
54|부산양곱창|siksin||5.0|"가격은 그냥 적당한정도
테라스에서 맥주랑 소주랑 먹으면서 대창,곱창먹으면 최고다"
55|부산양곱창|siksin||5.0|초벌되서 나와요 곱창이날 대창이랑 양먹엇는데 진짜맛있다ㅠ
56|부산양곱창|siksin||4.0|냄새에서도 알싸~~하게 매콤한 향이 올라오는게 입맛을 제대로 자극해주네요~
57|부산양곱창|siksin||5.0|송죽장의 고추짬뽕은 최고!!! 너무 부담스럽게 매운맛 아니구요 청량고추 때문에 국물이 엄청 얼큰하고 칼칼해요.
58|부산양곱창|siksin||4.0|짬뽕은 국물이라고 국물은 맵거나 짜지않고 시-원한 맛이에요. 해물도 듬뿍듬뿍 아채도 싱싱하구요.
59|부산양곱창|siksin||4.0|예약을 안받는다는데… 이렇게 예약 좌석을 비워두고 밖에서 기다리다니 .. 쩝…
60|부산양곱창|siksin||4.0|하도 많이 말해서 이제 송죽장에게는 맛있다는 말 밖에 할 말이 없네요 ㅎㅎ
61|부산양곱창|siksin||5.0|쫄기쫄깃 고소하고 부드러운 양 곱창을 안주삼아 술 한 잔 기울이니 술이 술술 잘 넘어가는 것이 쐬주 안주로는 최고인 거 같습니다.
62|부산양곱창|siksin||4.0|가격대도 그냥 동네 중국집하고 별반 다르지 않더라구요
63|부산양곱창|siksin||4.0|국물은 싱겁지않나 했으나 아주 적당하고 야채는 신선해서 두말 할 필요도 없고 맵지도 않아 나에겐 딱맞다!!
64|부산양곱창|siksin||5.0|개인적으론 별 3개. 줄이없다면 그냥 먹어도 나쁘지 않은데, 줄이 길다면 굳이 이곳에서 먹어야할까라는 개인적인 맛이랍니다.
65|부산양곱창|siksin||4.0|특별히 좋은맛을 기대한다면 실망할 수 도 있다. 하지만 역시 기본에 충실한 맛. 흠을 잡을 곳이 없는 맛입니다요 ㅎ0ㅎ.
66|부산양곱창|siksin||4.0|정말 오발탄이고 뭐고 다 핑요없어요 부산양곱창 볶음밥이 최고에요. 절대 잊으면 안돼요 절대.. 이건 한번가면 자주 못가니깐 엄청 많이 먹고와야해요.
67|부산양곱창|siksin||5.0|요 꺳잎이랑 볶음밥이랑 같이 먹으니 잘 어울렸음 :)
68|부산양곱창|siksin||5.0|고추짱뽕은 몇 년이 지나 다시 먹어보니 담백하고 칼칼합니다. 특히 담백함이 더 좋았고 먹을수록 맛이 좋네요.
69|부산양곱창|siksin||4.0|그래도 음식나오는 속도가 빠르니까 테이블 회전율은 빨라서 오래 기다리진 않아요~
70|부산양곱창|siksin||4.0|역시 양이 맛있네요. 기름기도 적고 쫄깃쫄깃~~~ 양이랑 곱창이 이날의 베스트!!
71|부산양곱창|siksin||4.0|현실감없이 너무 비싼 고기만치 비싼 곱창따위가 근데.. 너무 곱창님처럼 맛있어요.
72|부산양곱창|siksin||5.0|영등포 송죽장은 정말 언제 먹어도 맛있는 것 같다며 ㅠㅠ 영등포 맛집으로 불릴만 할것 같아요!!`
73|부산양곱창|siksin||5.0|여전히 갈때마다 줄을 서야 하기도 함…………
74|부산양곱창|siksin||4.0|제가 먹는게 느려서 짜장을 먹으면 면들이 많이 불어버리는 타입인데 송죽장은 자장면이 쉽게 불지 안항요. 양념도 끝까지 면과 잘 어우러지고요.
75|부산양곱창|siksin||5.0|탕수육 튀김옷에 소스도 가든 묻어있고 과일도 가득해서 맛있으요
76|부산양곱창|siksin||3.0|테이스티로드에나온 맛집 내가먹으면 박수진처럼 이쁘게 안보이겠찌ㅠㅠ??
77|부산양곱창|siksin||5.0|이집에서 가장 유명한 것은 고추 짬뽕! 안먹어 봣으면 말을하지 마세요 ㅋㅋㅋㅋ
78|부산양곱창|siksin||4.0|송죽장은 중국인 분들이 직접하시는 집입니다. 주문도 한국어를 중국어로 받아적으셔요~
79|부산양곱창|siksin||4.0|전체적으로 면발이 다른 짜장면에 비해 가늘다. 그래서 더맛있는 건가????
80|부산양곱창|siksin||4.0|양은 정말 살짝만 익혀서 먹어야 살캉살캉 맛있다 ㅎㅎ
81|부산양곱창|siksin||4.0|조미료가 안들어간건지 자극적인 맛은 없어서 좋았어요.
82|부산양곱창|siksin||5.0|백김치도 깔끔하고 맛있어요. 곱창이랑 잘 어울립니다
83|부산양곱창|siksin||4.0|가격은… 가격은 … 너무, 비싸요 학생들이 가기에는 정말 미친 가격 ㅋㅋ
84|부산양곱창|siksin||4.0|양도 적고 불친절하고 비위생적이기도하고 비싸기만하고 여러모로 비추.
85|부산양곱창|siksin||4.0|주문한지 한 5분만에 나오는 음식 쫭이네여 ㅋㅋㅋㅋㅋ★
86|부산양곱창|siksin||4.0|부산양곱창에서 곱창을 먹어본 기억은 없지만 늘 양과 대창의 조합을 먹고 나와서 후회한 적은 없다. 곱창 전골도 추천메뉴중 하나ㅋㅋ
87|부산양곱창|siksin||5.0|서울 양대창집 중에 아마 최고로 맛있는 집이 아닐까 생각됩니다 가격도 합리적이고 사람도 항상 많은 곳이에요
88|부산양곱창|siksin||4.0|가격대는 좀 있지만 숯불에 구운 곱창맛이 일품이에요!^^
89|부산양곱창|siksin||4.0|이모님들이 정말 친절하셔요!! 기분좋아요!!
90|부산양곱창|siksin||4.0|비싼줄 모르고온... ㅋㅋㅋ 그래고 맛있으면 되지!!
91|부산양곱창|siksin||3.0|좋은 맛이었던 거 같네요
92|부산양곱창|siksin||3.5|자주 가는 손님들에겐 곱창과 양시키면 대창도 써비스로 섞어 주신답니다. ^^*
93|부산양곱창|siksin||3.5|마늘소스로 양념한 부산양곱창...좀늦으면 밖에서 기다려야해요~~^^
94|부산양곱창|siksin||4.0|그냥 먹을만함...
95|부산양곱창|siksin||4.0|양구이  괜찮네요
96|부산양곱창|siksin||4.0|최고의 양+곱창집!!
97|부산양곱창|siksin||3.5|특히 대창의 기본이 안되어 있는 곳. 왠만하면 다른데 가세요.
98|부산양곱창|siksin||4.0|아 여기 우리동네 근처다 ㅋㅋ 우왕 꼭가야지~!!!
99|부산양곱창|siksin||4.0|코키지 프리입니다..와인잔도 있어서 와인 모임에 짱!!
100|부산양곱창|siksin||4.0|좋아요!!
101|부산양곱창|siksin||4.0|곱창전골 정말 먹고싶을만했음
102|부산양곱창|siksin||4.0|곱창을 맘대로 먹을수없음. 테이블당 몇인분까지 제한있음
103|부산양곱창|siksin||3.5|You must order 대창!
104|부산양곱창|siksin||3.5|대창인듯 곱창은 너무 뻑뻑해~~~
105|부산양곱창|siksin||3.5|초벌구이한 곱창은 아주 부드럽습니다 추천합니다 가셔가셔 하는 이모님도 ㅎㅎ
106|부산양곱창|siksin||3.5|ㅋㅋ
107|부산양곱창|siksin||3.5|여기 아주 괜춘하지요~!
108|부산양곱창|siksin||3.5|사람많을것같은날은 곱창이 있는지 전화해보고가세요 곱창이 떨어져서 없을때도있습니다
109|부산양곱창|siksin||3.5|서울 최고 곱창집 중 하나라 꼽을만!
110|부산양곱창|siksin||4.0|그냥 가볼만해요
111|부산양곱창|siksin||4.0|뒤늦게.. ㅎㅎ
112|부산양곱창|siksin||4.0|늦은저녁. 소주와 곱창이 생각날때. 비가 부스스 내릴때 찾는 곳. 볶음밥도 추천!!!
113|부산양곱창|siksin||3.5|대차은 최고 전골은 별로 대신 양볶음 정말 황홀
114|부산양곱창|siksin||3.5|양김치볶음밥도 꼭 드세요
115|부산양곱창|siksin||4.0|와우 ㅋㅋㅋ
116|부산양곱창|siksin||4.0|다른집과 특별히 차이가 나는 점은 없는것같네요.
117|부산양곱창|siksin||3.0|배부른지도 모르고 계속 먹었어요
118|부산양곱창|siksin||3.5|제품 에이에스 맞기기!
119|부산양곱창|siksin||3.5|개인적으로 양보다 대창이 더 맛나요
120|경천애인2237|siksin||5.0|#경천애인2237 #안심구이 #선릉역맛집  레스토랑 고기 맛있고 콜키지 프리라 너무나 좋은 곳!!
121|경천애인2237|siksin||4.0|등심보단 안심 강추.. 치즈랑 굿.. 허브 소금도 굿.. 그 외는 글세요.. 파절이 늠 슴슴.. 볶음밥은 달달~~ 따라오는 겉이 바싹 마른 파김치.. 전화와 계산, 음식 서빙도 안타까움..
122|경천애인2237|siksin||5.0|고기도 좋고 사이드 메뉴도 맛있었습니다.
123|경천애인2237|siksin||3.5|유명한 소고기집이라길래 방문해봤어요.. 특이하게 고기집인데도 주류는 판매하고 있지 않다는 말을 들어서 술 좋아하시는 분들은 술을 직접 싸가시더라구요.. 일단 반찬이 깔끔하게 나와서 마음에 들었고 등심으로 주문했는데 고기가 아주 두꺼워서 마음에 쏙 들었어요. 고기 가져다 주시면서 바로 구워주셔서 저희는 그냥 먹기만하면 되더라구요. 같이 구워주신 감자도 고기에서 나온 기름으로 구워서 고소하니 계속 먹게 되는 맛이었네요.
124|경천애인2237|siksin||5.0|직원분들이 고기를 일일이 하나씩 다구워주다못해 일일이 다잘라주고 그릇에 나눠주기까지해요 완전 친절 히히
125|경천애인2237|siksin||3.0|미나리누룽지밥 밥도 누룽지라 씹히는맛도있고 고소하면서 깔금하고 맛있음 ㅋ
126|경천애인2237|siksin||3.0|여럿이가시면 식사류 여러개시켜드세요 식사류는 거의다 맛있어요 'ㅅ'
127|경천애인2237|siksin||5.0|이름대로 정말 껄쭉~~한 된장찌개 밥비벼서 먹으면 뚝딱할만한 그런 된장찌개에요~~
128|경천애인2237|siksin||3.0|너무 맛나요 서비스도 굿 맛도 굿~~~  가족들과 가보세요~~
129|경천애인2237|siksin||5.0|흔한 고기집이 아니라 고급 레스토랑 느낌이에요 너무 맛있고 기분까지 좋아지네요.!!!
130|경천애인2237|siksin||4.0|여긴 말로 설명해도 와닿지 않을거예요 그냥 가보세요. 입에서 줄줄흐르는 육즙 
131|경천애인2237|siksin||5.0|숙성고기맛집!! 품절된 종류가많아서 선택의 여지가 몇 개가 없어서… 아쉬웠어요!!
132|경천애인2237|siksin||5.0|고기도 맛있고 동치미 국수도 한번 드셔보세요~ 시원하니 넌무 맛나네요~~
133|경천애인2237|siksin||3.0|여기는 주류를 따로 팔지 않아서 가져와서 먹을 수 있어요, 제가 먹고 싶은 술과 한우를!!
134|경천애인2237|siksin||5.0|고기 구워먹고 먹는 미나리 찹쌀 누룽지 밥도 별미에요 별미!! 정말 짱입니다~
135|경천애인2237|siksin||4.0|꼭 예약하고 가시기를 추천해드려요 웨이팅 장난아니었어요 :)
136|경천애인2237|siksin||4.0|코르크차지가 없어요 그거뿐아니라 아예 주류를 판매하지않습니다. 
137|경천애인2237|siksin||5.0|동치미국수 고기의 느끼함을 달래주는 새콤함이있어서 고기먹고나서 입가심하기 좋네요~!!!
138|경천애인2237|siksin||4.0|고기굽기는 어떤걸 선호하는지 물어봐서 원하는 굽기에맞춰 구워주셔서 맛있게먹었네요 ㅎㅎ
139|경천애인2237|siksin||3.0|대애애애애애박 맛있어요 강력추천!! 소스들도 다 맛있고 동치미 국수까지 꺄아아아 짱짱짱
140|경천애인2237|siksin||4.0|고기도 맛있고 경천애인만의 소스도 너무너무좋아요 &gt;_&lt;
141|경천애인2237|siksin||3.0|너무 맛있어요~ 옷에 냄새가 베지 않게 따로 개인 비닐 옷걸이까지! 서비스도 너무 만족스러워요~
142|경천애인2237|siksin||4.0|무슨 고기에 찍어먹는 소스가 3가지나?? 심지어 치즈소스도 있구요 여기 상상이상이에요 진짜 강추입니다.
143|경천애인2237|siksin||5.0|여기는 왜 술을 안팔지~!! 반찬도 깔끔하고 맛있고 고기도 가격도 괜찮고 맛잇어요
144|경천애인2237|siksin||5.0|콜키지 프리에다가 숙성한우를 합리적인 가격에 만나볼수있는곳 ^^ 
145|경천애인2237|siksin||3.0|웨이팅이 너무 길어서 힘들었어요,예약을 미리해둘걸 50분을 기다려먹었는데  맛은 역시!!
146|경천애인2237|siksin||4.0|분위기도좋고 깔끔하고 맛도좋고 모든게 다 완벽해요 +_+
147|경천애인2237|siksin||4.0|치즈소스 진짜 대박!!!! 따로판매하면 집으로사올정도!!!
148|경천애인2237|siksin||4.0|고기가 데롱데롱. 인테리어가깔끔해서 들어서자마자 기분이 좋았어요 메뉴도 다 굳
149|경천애인2237|siksin||5.0|크림치즈스러운 갈리버터에 고기찍어먹으면 정말맛있어요 리필해서 그거에만 고기먹었어요 *_*
150|경천애인2237|siksin||4.0|깔끔하고 가격도 괜찮아요. 부모님이랑와도 친구랑와도 맛있게 먹을 수 있어요!
151|경천애인2237|siksin||3.0|제게 반한 한우집입니다 &gt;_&lt; 왜케 맛있는지 진짜 가면 매번 후회없이 배부르게 먹고오네요 &gt;_&lt;
152|경천애인2237|siksin||3.0|옷에 냄새 배지않도록 따로 옷을 걸어주시고, 서비스 대박입니다!!!
153|경천애인2237|siksin||3.0|술을 무료로가지고갈수있고 게다가 그에 맞는 술잔도 같이 준비해줌 ㅋㅋㅋㅋ
154|경천애인2237|siksin||4.0|소고기랑 와인의 조합은 엄지백만개 척척 맛없기가 힘든조합 캬캬캬
155|경천애인2237|siksin||3.0|테이블이며 인테리어이며 모두 만족 스럽네요 고기도 맛있고, 세팅도 정말깔끔해요
156|경천애인2237|siksin||4.0|고기 찍어먹는 치즈소스 짱이에요 정말 대박입니다 저 이거만 무한찍어먹었어요 짱짱!!!
157|경천애인2237|siksin||4.0|생각만으로도 벌써 침이 고여요 먹고 싶다 ㅠ 진짜 맛있는데 ㅠ 아는 사람만 안다는 곳 ㅎㅎㅎ
158|경천애인2237|siksin||5.0|여기 정말 정말 정말 대박입니다. 정말 고급스러우면서 맛있고 저는 이렇게 나오는 한우집 처음봤어요 일단 가보세요!!
159|경천애인2237|siksin||4.0|정말 여기는 강력추천 해드리고 싶네요. 진짜 맛있고 고기의 품질이 다른걸 느끼실수 있습니다.
160|경천애인2237|siksin||5.0|매번 찾아가지만 매번 후회없는 이곳~ 제가 일순위로 추천하는 한우집입니당 ㅎㅎㅎ
161|경천애인2237|siksin||5.0|이렇게 맛있어도 되나요??? 진짜 너무 맛있잖아요!!!!! 고기가 입에서 살살살 녹는 경험~!!!
162|경천애인2237|siksin||5.0|쏘맥으로 최고인곳ㅋㅋㅋㅋ 아 고기 육질만봐도 술땡기네요ㅋ
163|경천애인2237|siksin||3.0|강남ㅎ
164|경천애인2237|siksin||4.0|예약 하고 갔었는데 발렛파킹도 해주셧고 들어가면서 숙성되고있는 고기들 보면 너무 배고파져서 고통스럽습니다.. ㅋㅋㅋ 완전 맛있었어요!
165|경천애인2237|siksin||3.5|조용히 밥먹는데 환기구의 철판이 분리되어 머리 뒤쪽으로 아슬아슬하게 떨어졌지만 다행히 일행 아무도 안다쳤다. 나오는 길에 일행 중 한명이 서랍장을 건드려서 작은 도자기 장식품이 깨졌다. 손해배상으로 5000원을 달라고한다. Does this make sense?
166|경천애인2237|siksin||5.0|경천애인 여기 운영자님 말대로 고기를 사랑하게 되더라고요 ㅋㅋㅋㅋㅋ 엄청 맛있구 저같이 와인 좋아하는 분들은 콜키지 무료라서 한번더 만족하실듯!!
167|경천애인2237|siksin||3.0|이곳에서 한번 회식한후로 평생 단골됬습니다. 정말 입에서 녹는 고기를 먹어본건 오랜만이였어요 정말 맛있네요
168|경천애인2237|siksin||4.0|저녁 잘먹고 갑니다~~~
169|경천애인2237|siksin||4.0|스페셜보다는 안심이 좋아요! 코키지 프리라 와인 가져가서 마시기 참 좋네요. 일하는 분들 서비스도 좋음!!
170|경천애인2237|siksin||3.5|세상에 이런 고기 집이 있나싶다 정말 서비스며 맛이며 세상에 이런 일이
171|경천애인2237|siksin||4.0|미나리 찹쌀 누룽지밥 中  맘에 드는 편이네요
172|경천애인2237|siksin||3.5|정성스럽게 구워주는 서비스 쵝오! 안심&amp;미나리찹쌀 누룽지 추천 :)
173|경천애인2237|siksin||3.5|좋아요 너무너무너무
174|경천애인2237|siksin||3.5|처음와도 단골 대하는 듯한 배려돋보이는 서비스. 안심짱맛. 미나리 찹쌀 누룽지 추천!
175|경천애인2237|siksin||3.5|누가 블루치즈래; 갈릭치즈고만! 누룽지밥 꼭 먹기. 볶음밥에서 우리가 맨날 긁어먹는 그 누룽지에 미나리 왕창 투척
176|경천애인2237|siksin||4.0|서비스랑 맛 모두 평균정도 수준??
177|경천애인2237|siksin||3.5|콜키지fee는 공짜! 어떤 주류를 가져오나에 따라 세팅도 해주시고 고기는 안심이 최고! 된장찌게도 맛나고 서버분이 직접 고기를 구워주세요! 고기는 블루치즈소스와 함께 드세요! :)
178|경천애인2237|siksin||3.5|주류는 따로 판매 안합니다. 대신 세팅은 해 주니 예약 하실때 반드시 준비해야 할 부분 설명해 주세요~
179|경천애인2237|siksin||3.5|로즈마리 허브가 들어간 소금. 센스최고.
180|경천애인2237|siksin||4.0|발레파킹 가능. 1시간30분에 2천원. 이후 추가요금.
181|경천애인2237|siksin||3.0|특안심  괜찮네요
182|경천애인2237|siksin||4.0|코키지 없ㅋ음ㅋ. 술 안팔지민 편의점에서 사와도 됨
183|경천애인2237|siksin||3.5|주차공간이 거의 없어요~!!
184|경천애인2237|siksin||3.5|가족들과 가도 좋지만 외국인 초대하기에도 손색이 없음! 직원분들이 모두 친절하시네요!
185|경천애인2237|siksin||3.5|점심 갈비탕(1.3만원)도 좀 비싸긴해도 맛있음. 술 안팔고 대신 세팅은 해줌. 코키지비가 없음
186|경천애인2237|siksin||4.0|훌륭했던거 같아요
187|경천애인2237|siksin||4.0|이동네에서 가장 좋아하는 집!
188|경천애인2237|siksin||3.0|괜춘하다능?
189|경천애인2237|siksin||4.0|특안심  좋았던거 같다
190|경천애인2237|siksin||3.0|미나리 찹쌀 누룽지밥 中 여러모로 먹을만해요
191|외고집설렁탕|siksin||4.0|맛있음
192|외고집설렁탕|siksin||4.0|가격이 조금 아쉽지만 정말 깔끔하게 감칠맛 나는 설렁탕이였네요
193|외고집설렁탕|siksin||3.0|"맑은 국물의 설렁탕이 괜찮습니다. 그렇지만 강북의 이름난 설렁탕집엔 미치지 못하는군요.
가격도 설렁탕 1만원, 특 1만5천원입니다."
194|외고집설렁탕|siksin||5.0|"국물맛은 괜챦은데 가격이 좀 비싸요
특이 5천원 더 비싼데 고기량이 많진 않아요"
195|외고집설렁탕|siksin||3.0|여긴 입맛에 따라 의견이 나뉠것같네요.
196|외고집설렁탕|siksin||3.0|"한우로 우려낸 설렁탕
고기부터 국물, 밥 모두 맛있었어요"
197|외고집설렁탕|siksin||3.0|"가격대는 다른깁과 다르게
좀 있는편. 그래도 고기랑
국물이 ""한우""로 했다면
합리적인 가격이라 생각함"
198|외고집설렁탕|siksin||3.0|고기가 좋은거라서 그런지 다른곳보다 가격이 사악한게 제일 흠이라면 흠 
199|외고집설렁탕|siksin||3.0|보통 설렁탕집에서먹는 그런 퍽퍽한 소고기가아니예용~~ 
200|외고집설렁탕|siksin||4.0|"여러 방송에서 나올정도로
많은 미식가들이 인정한 맛!
국물 한입 먹는순간 차원이
다릅니다"
201|외고집설렁탕|siksin||4.0|ㅎㅏ…점심 시간에는 헬입니다. ㅠ0ㅠ 밖에까지 기다려야해요. 수요미식회에 나오더니 사람들이 더 많아졌ㅋㅋ
202|외고집설렁탕|siksin||5.0|육개장 충분히 깔끔하고 개운한맛인데 좀더 묵직한맛이 있으면 좋겠어요 ㅎ_ㅎ
203|외고집설렁탕|siksin||5.0|수육 시키고 도가니 추가주문하세요~~ㅋㅋ대박임.. 수육 국물은 담백하공 도가니는 쫀득하공 내 손은 어느새 소주 뚜껑을 돌리구있는
204|외고집설렁탕|siksin||5.0|일반 설렁탕보다 담백하고 조미료가 안들어간 맛 ^^ 
205|외고집설렁탕|siksin||5.0|고기 다팔폈다고 해서 못갔던 적있는 1인.
206|외고집설렁탕|siksin||3.0|특인데도 생각보다 고기양이 많지않아요 원래 특에는 고기한가득들어있는줄알았는데 좀아쉬워요 ㅋㅋㅋㅋ
207|외고집설렁탕|siksin||5.0|"육개장도 칼칼하니 정말 맛있
습니다! 설렁탕도 맛있는데
저는 육개장도 한표 살포시
추천합니다"
